rfq_index,rfq_date,rfq_product_type,rfq_location,rfq_title,rfq_description,supplier_index,supplier_name,supplier_product_type,supplier_product_name,supplier_product_description,supplier_delivery_area,product_match,location_match,text_similarity
161,2025-02-04,Furniture,Helsinki,RFQ: Furniture,"Hello, I'm searching for Furniture with specific features. Do you have anything suitable in stock?",179,"Johnson, Gallagher and Hutchinson",Beauty,Eclipse Reverie Polish,Experience colored lacquer applied to fingernails or toenails. Loved by modern lifestyles..,"Helsinki, Oslo, Amsterdam, Madrid",0,1,0.0
161,2025-02-04,Furniture,Helsinki,RFQ: Furniture,"Hello, I'm searching for Furniture with specific features. Do you have anything suitable in stock?",557,"Gill, Raymond and Henry",Audio,Eclipse Zenith Speaker,Elevate your experience with wireless speaker with bluetooth connectivity and rich sound. Designed for everyday use..,"Warsaw, Zurich",0,0,0.0
161,2025-02-04,Furniture,Helsinki,RFQ: Furniture,"Hello, I'm searching for Furniture with specific features. Do you have anything suitable in stock?",41,"Owens, Rowe and Salinas",Electronics,Nexus Essence Smartphone,"Introducing our smartphone, portable device for calls, internet, apps, and more. Ideal for all-day comfort..","Zurich, Paris, Rome, Amsterdam",0,0,0.0
162,2025-02-05,Toys,Lisbon,Inquiry: Toys,"Hello, I'm searching for Toys with specific features. Do you have anything suitable in stock?",367,"Ramirez, Peck and Thompson",Toys,Nimbus Wave Car,Discover the remote-controlled car powered by batteries. Perfect for on-the-go convenience..,"Helsinki, Brussels, Oslo, Dublin",1,0,0.0
162,2025-02-05,Toys,Lisbon,Inquiry: Toys,"Hello, I'm searching for Toys with specific features. Do you have anything suitable in stock?",238,Black and Sons,Food,Radiant Wave Oil,Our oil stands out: cold-pressed extra virgin olive oil for cooking and salads. Great for tech-savvy users..,"Munich, Amsterdam",0,0,0.0
162,2025-02-05,Toys,Lisbon,Inquiry: Toys,"Hello, I'm searching for Toys with specific features. Do you have anything suitable in stock?",566,Ross-Stewart,Food,Aurora Horizon Oil,Experience cold-pressed extra virgin olive oil for cooking and salads. Loved by professional setups..,"Munich, Copenhagen",0,0,0.0
162,2025-02-05,Toys,Lisbon,Inquiry: Toys,"Hello, I'm searching for Toys with specific features. Do you have anything suitable in stock?",404,Moreno Inc,Beauty,Cascade Reverie Cream,"Introducing our cream, moisturizer for hydrating and nourishing facial skin. Ideal for eco-conscious spaces..","Lisbon, Copenhagen, Budapest, Rome, Berlin",0,1,0.0
162,2025-02-05,Toys,Lisbon,Inquiry: Toys,"Hello, I'm searching for Toys with specific features. Do you have anything suitable in stock?",735,Newman-Walker,Electronics,Obsidian Essence Smartwatch,Experience wearable gadget with fitness tracking and notifications. Loved by professional setups..,"Budapest, Copenhagen",0,0,0.0
163,2025-02-06,Electronics,Lisbon,Inquiry: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",320,"Norris, Torres and Lee",Electronics,Nimbus Matrix Router,"Introducing our router, device that distributes internet connection wirelessly. Ideal for everyday use..","Warsaw, Berlin",1,0,0.0
163,2025-02-06,Electronics,Lisbon,Inquiry: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",505,Garcia Inc,Service,Cascade Horizon Mowing,Our mowing stands out: regular lawn care including grass cutting and edge trimming. Great for modern lifestyles..,"Paris, Brussels, Munich",0,0,0.0
163,2025-02-06,Electronics,Lisbon,Inquiry: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",42,Garcia and Sons,Sporting Goods,Radiant Pinnacle Tracker,Elevate your experience with wearable device for tracking health metrics. Designed for creative work..,"Oslo, Rome, Vienna, Lisbon, Brussels",0,1,0.0
163,2025-02-06,Electronics,Lisbon,Inquiry: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",844,Richard LLC,Beauty,Vivid Arc Shampoo,"Introducing our shampoo, liquid soap for cleaning hair and scalp. Ideal for on-the-go convenience..","Rome, Budapest, Lisbon",0,1,0.0
163,2025-02-06,Electronics,Lisbon,Inquiry: Electronics,"Hello, I'm searching for Electronics with specific features. Do you have anything suitable in stock?",8,Chan-Howell,Service,Aurora Wave Grooming,"Our grooming stands out: washing, brushing, and trimming services for all types of pets. Great for everyday use..","Amsterdam, Copenhagen, Dublin",0,0,0.0
164,2025-02-07,Food,Rome,Request for Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",248,Holden-Taylor,Food,Serene Pulse Pasta,"Discover the long, thin pasta ideal for traditional italian dishes. Perfect for modern lifestyles..","Zurich, Brussels, Barcelona, Stockholm",1,0,0.0
164,2025-02-07,Food,Rome,Request for Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",790,Perez-Garcia,Furniture,Velvet Reverie Chair,Our chair stands out: adjustable ergonomic chair for desk and office use. Great for modern lifestyles..,"Lisbon, Stockholm",0,0,0.0
164,2025-02-07,Food,Rome,Request for Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",872,Sampson and Sons,Beauty,Nexus Zenith Shampoo,Elevate your experience with liquid soap for cleaning hair and scalp. Designed for professional setups..,"Madrid, Stockholm, Athens, Prague, Barcelona",0,0,0.0
164,2025-02-07,Food,Rome,Request for Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",721,"Kelly, Meadows and Myers",Furniture,Quantum Odyssey Frame,"Our frame stands out: support structure for mattresses, available in multiple sizes. Great for creative work..","Athens, Rome, Zurich",0,1,0.0
164,2025-02-07,Food,Rome,Request for Food,"Hello, I'm searching for Food with specific features. Do you have anything suitable in stock?",744,"Oneal, Joseph and Watkins",Books,Pinnacle Eclipse Book,Discover the illustrated book for young readers. Perfect for everyday use..,"Brussels, Stockholm",0,0,0.0
165,2025-02-10,Beauty,Paris,Request for Beauty,"Hello, I'm interested in purchasing Beauty for my upcoming project. Could you share your catalog and pricing?",624,Hamilton-Owens,Beauty,Zenith Mirage Balm,Our balm stands out: wax-like substance to protect and soothe lips. Great for professional setups..,"Brussels, Berlin, Paris, Athens, Oslo",1,1,0.0
165,2025-02-10,Beauty,Paris,Request for Beauty,"Hello, I'm interested in purchasing Beauty for my upcoming project. Could you share your catalog and pricing?",249,Holden-Taylor,Furniture,Serene Eclipse Chair,Experience adjustable ergonomic chair for desk and office use. Loved by modern lifestyles..,"Zurich, Brussels, Barcelona, Stockholm",0,0,0.0
165,2025-02-10,Beauty,Paris,Request for Beauty,"Hello, I'm interested in purchasing Beauty for my upcoming project. Could you share your catalog and pricing?",67,"Carter, Martin and King",Clothing,Quantum Essence Sneakers,Discover the comfortable footwear for everyday use or sports. Perfect for tech-savvy users..,"Lisbon, Stockholm, Dublin, Barcelona, Prague",0,0,0.0
165,2025-02-10,Beauty,Paris,Request for Beauty,"Hello, I'm interested in purchasing Beauty for my upcoming project. Could you share your catalog and pricing?",405,Moreno Inc,Books,Vivid Zenith Guide,Discover the informational book on destinations and travel tips. Perfect for home enthusiasts..,"Lisbon, Copenhagen, Budapest, Rome, Berlin",0,0,0.0
165,2025-02-10,Beauty,Paris,Request for Beauty,"Hello, I'm interested in purchasing Beauty for my upcoming project. Could you share your catalog and pricing?",764,Smith-Serrano,Furniture,Radiant Orbit Table,"Introducing our table, low table designed for living room placement. Ideal for modern lifestyles..","Berlin, Warsaw, Rome, Madrid",0,0,0.0
166,2025-02-11,Clothing,Vienna,Seeking Clothing,"Hello, I'm searching for Clothing with specific features. Do you have anything suitable in stock?",920,Quinn-Ortega,Clothing,Quantum Vector Jacket,Experience insulated jacket for cold weather protection. Loved by professional setups..,"Paris, Amsterdam, Athens",1,0,0.0
166,2025-02-11,Clothing,Vienna,Seeking Clothing,"Hello, I'm searching for Clothing with specific features. Do you have anything suitable in stock?",532,Brewer-Williams,Service,Prism Vertex Mowing,Discover the regular lawn care including grass cutting and edge trimming. Perfect for eco-conscious spaces..,"Brussels, Zurich, Barcelona",0,0,0.0
166,2025-02-11,Clothing,Vienna,Seeking Clothing,"Hello, I'm searching for Clothing with specific features. Do you have anything suitable in stock?",372,Charles LLC,Sporting Goods,Echo Horizon Ball,Our ball stands out: ball used in the sport of soccer/football. Great for modern lifestyles..,"Berlin, Amsterdam, Zurich",0,0,0.0
166,2025-02-11,Clothing,Vienna,Seeking Clothing,"Hello, I'm searching for Clothing with specific features. Do you have anything suitable in stock?",238,Black and Sons,Food,Radiant Wave Oil,Our oil stands out: cold-pressed extra virgin olive oil for cooking and salads. Great for tech-savvy users..,"Munich, Amsterdam",0,0,0.0
166,2025-02-11,Clothing,Vienna,Seeking Clothing,"Hello, I'm searching for Clothing with specific features. Do you have anything suitable in stock?",346,Dalton-Salinas,Furniture,Halo Horizon Bookshelf,"Introducing our bookshelf, multi-tier shelf for storing books and decorations. Ideal for modern lifestyles..","Oslo, Stockholm",0,0,0.0
167,2025-02-12,Service,Amsterdam,Inquiry: Service,"Dear supplier, I need Service delivered to Amsterdam. Kindly send me details on availability and cost.",644,"King, Greene and Glass",Service,Luminous Arc Tutoring,Discover the one-on-one educational support for various school subjects. Perfect for home enthusiasts..,"Lisbon, Brussels, Vienna, Helsinki, Munich",1,0,0.0
167,2025-02-12,Service,Amsterdam,Inquiry: Service,"Dear supplier, I need Service delivered to Amsterdam. Kindly send me details on availability and cost.",129,Kennedy Ltd,Toys,Pinnacle Orbit Car,Experience remote-controlled car powered by batteries. Loved by outdoor adventures..,"Prague, Barcelona",0,0,0.0
167,2025-02-12,Service,Amsterdam,Inquiry: Service,"Dear supplier, I need Service delivered to Amsterdam. Kindly send me details on availability and cost.",237,Black and Sons,Books,Obsidian Aura Novel,Discover the fiction book involving suspense and investigation. Perfect for everyday use..,"Munich, Amsterdam",0,1,0.0
167,2025-02-12,Service,Amsterdam,Inquiry: Service,"Dear supplier, I need Service delivered to Amsterdam. Kindly send me details on availability and cost.",298,Holloway-Douglas,Furniture,Aurora Vertex Frame,"Our frame stands out: support structure for mattresses, available in multiple sizes. Great for professional setups..","Berlin, Warsaw, Amsterdam, Prague",0,1,0.0
167,2025-02-12,Service,Amsterdam,Inquiry: Service,"Dear supplier, I need Service delivered to Amsterdam. Kindly send me details on availability and cost.",357,Gordon Inc,Beauty,Cascade Essence Lotion,"Introducing our lotion, moisturizer applied to the body to keep skin soft. Ideal for modern lifestyles..","Zurich, Brussels, Munich",0,0,0.0
168,2025-02-13,Clothing,Barcelona,Request for Clothing,"Hi, I'm looking for high-quality Clothing to be delivered to Barcelona. Please let me know your best offer.",348,Dalton-Salinas,Clothing,Eclipse Vector Sneakers,Discover the comfortable footwear for everyday use or sports. Perfect for creative work..,"Oslo, Stockholm",1,0,0.0
168,2025-02-13,Clothing,Barcelona,Request for Clothing,"Hi, I'm looking for high-quality Clothing to be delivered to Barcelona. Please let me know your best offer.",980,Hamilton-Torres,Toys,Serene Essence Bear,Discover the soft stuffed toy shaped like a bear. Perfect for outdoor adventures..,"Helsinki, Oslo, Madrid",0,0,0.0
168,2025-02-13,Clothing,Barcelona,Request for Clothing,"Hi, I'm looking for high-quality Clothing to be delivered to Barcelona. Please let me know your best offer.",84,"Rosales, Ramirez and Walker",Electronics,Serene Spectrum Router,Discover the device that distributes internet connection wirelessly. Perfect for creative work..,"Munich, Vienna, Dublin",0,0,0.0
168,2025-02-13,Clothing,Barcelona,Request for Clothing,"Hi, I'm looking for high-quality Clothing to be delivered to Barcelona. Please let me know your best offer.",889,"Miles, Williams and Campbell",Electronics,Velvet Essence Router,"Introducing our router, device that distributes internet connection wirelessly. Ideal for on-the-go convenience..","Lisbon, Helsinki, Madrid, Barcelona",0,1,0.0
168,2025-02-13,Clothing,Barcelona,Request for Clothing,"Hi, I'm looking for high-quality Clothing to be delivered to Barcelona. Please let me know your best offer.",420,"Green, Roberts and Henderson",Toys,Vivid Arc Car,Experience remote-controlled car powered by batteries. Loved by all-day comfort..,"Athens, Warsaw",0,0,0.0
169,2025-02-14,Furniture,Oslo,Looking for Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Oslo.",811,Thomas and Sons,Furniture,Quantum Matrix Bookshelf,"Introducing our bookshelf, multi-tier shelf for storing books and decorations. Ideal for outdoor adventures..","Dublin, Madrid",1,0,0.0
169,2025-02-14,Furniture,Oslo,Looking for Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Oslo.",898,Petty-Thomas,Food,Halo Spectrum Oil,"Introducing our oil, cold-pressed extra virgin olive oil for cooking and salads. Ideal for on-the-go convenience..","Helsinki, Vienna",0,0,0.0
169,2025-02-14,Furniture,Oslo,Looking for Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Oslo.",151,Hayes Inc,Food,Echo Essence Oil,"Introducing our oil, cold-pressed extra virgin olive oil for cooking and salads. Ideal for outdoor adventures..","Stockholm, Copenhagen, Athens, Rome",0,0,0.0
169,2025-02-14,Furniture,Oslo,Looking for Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Oslo.",355,Dalton-Salinas,Sporting Goods,Radiant Mirage Tracker,Experience wearable device for tracking health metrics. Loved by on-the-go convenience..,"Oslo, Stockholm",0,1,0.0
169,2025-02-14,Furniture,Oslo,Looking for Furniture,"Hi, do you have any Furniture available? I'm planning to buy soon and need delivery to Oslo.",871,Sampson and Sons,Service,Quantum Wave Grooming,"Discover the washing, brushing, and trimming services for all types of pets. Perfect for tech-savvy users..","Madrid, Stockholm, Athens, Prague, Barcelona",0,0,0.0
170,2025-02-17,Clothing,Zurich,RFQ: Clothing,"Hello, I'm interested in purchasing Clothing for my upcoming project. Could you share your catalog and pricing?",947,"Hall, Joseph and Rodriguez",Clothing,Celestial Vista Sneakers,Discover the comfortable footwear for everyday use or sports. Perfect for everyday use..,"Copenhagen, Zurich",1,1,0.0
